ID,Manufacturer,Model,Nickname,Year Start,Year End,Engine Size,Tyre Size ,Wheel Size ,Part code,Sell Inc Vat,Cost,Logo Image,Image 1,Image 2,Image 3
52,Alfa Romeo,145,930A,1994,2001,"1.4i,1.6i,1.7i,1.9 JTD,1.9 TD",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
54,Alfa Romeo,145,930A,1994,2001,"1.8i TS,2.0i TS",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
53,Alfa Romeo,146,930B,1995,2001,"1.4i,1.6i,1.7i,1.9 JTD,1.9 TD",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
56,Alfa Romeo,146,930B,1995,2001,"1.8i TS,2.0i TS",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
55,Alfa Romeo,147,937,2000,2010,"1.6i,1.9 JTD,1.9 JTD V16",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
57,Alfa Romeo,147,937,2000,2010,"1.9 JTD V16,2.0i TS",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
59,Alfa Romeo,147,937,2000,2010,3.2i GTA,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
60,Alfa Romeo,156,932,1997,2007,"1.6 TS,1.8 TS,1.9 JTD,1.9 M-Jet,2.4 JTD",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
64,Alfa Romeo,156,932,1997,2007,"1.9 M-Jet,2.0 JTS,2.0 TS,2.4 JTD,2.5i",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
66,Alfa Romeo,156,932,1997,2007,2.5i,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
67,Alfa Romeo,156,932,1997,2007,3.2 GTA,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
70,Alfa Romeo,166,936,1998,2007,"2.0 TS,2.4 JTD,2.4 JTD 20V,2.5 24V",125/80/17,"17""",RH026,249,155,Picture,Picture,Picture,Picture
72,Alfa Romeo,166,936,1998,2007,"2.0 T,3.0 24V,3.2 24V",125/80/17,"17""",RH026,249,155,Picture,Picture,Picture,Picture
78,Alfa Romeo,4C,960,2013,2020,1.75TBi,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
93,Alfa Romeo,Giulia,952,2015,,2.2 TD,125/80/18,"18""",RH280,299,182.5,Picture,Picture,Picture,Picture
95,Alfa Romeo,Giulia,952,2015,,"2.0 Turbo,2.2 TD",125/80/18,"18""",RH280,299,182.5,Picture,Picture,Picture,Picture
97,Alfa Romeo,Giulia,952,2015,,2.0 Turbo,125/80/18,"18""",RH280,299,182.5,Picture,Picture,Picture,Picture
100,Alfa Romeo,Giulietta,940,2010,,"1.4 TB,1.6 JTDm",125/80/17,"17""",RH028,249,155,Picture,Picture,Picture,Picture
102,Alfa Romeo,Giulietta,940,2010,,"1.4 TB,2.0 JTDm",125/80/17,"17""",RH028,249,155,Picture,Picture,Picture,Picture
104,Alfa Romeo,Giulietta,940,2010,,1.75 TBi,125/80/17,"17""",RH028,249,155,Picture,Picture,Picture,Picture
105,Alfa Romeo,GT,937,2003,2010,"1.8 TS,1.9 JTD,2.0 JTS",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
107,Alfa Romeo,GT,937,2003,2010,3.2,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
108,Alfa Romeo,GTV,916,1995,2005,"1.8TS,2.0JTS,2.0TS",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
110,Alfa Romeo,GTV,916,1995,2005,"2.0TB,3.0i 24V,3.2i",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
112,Alfa Romeo,MiTo,955,2008,2016,"0.9 Turbo TwinAir,0.9i TwinAir,1.3 JTDM,1.4 MultiAir,1.4i",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
116,Alfa Romeo,MiTo,955,2008,2016,"1.4 MultiAir,1.4 TB,1.6 JTDM",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
119,Alfa Romeo,MiTo,955,2008,2016,1.4 TB,125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
113,Alfa Romeo,MiTo,955 Facelift,2016,2018,"0.9 Turbo TwinAir,1.3 JTDm,1.4i",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
114,Alfa Romeo,MiTo,955 Facelift,2016,2018,"1.4 GPL,1.4 TB",125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
115,Alfa Romeo,MiTo,955 Facelift,2016,2018,1.4 TB,125/80/15,"15""",RH001,199,125,Picture,Picture,Picture,Picture
120,Alfa Romeo,Spider,916,1995,2005,"1.8TS,2.0JTS,2.0TS",125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
122,Alfa Romeo,Spider,916,1995,2005,3.0i,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
123,Alfa Romeo,Spider,916,1995,2005,3.2i,125/80/17,"17""",RH025,249,155,Picture,Picture,Picture,Picture
129,Alfa Romeo,Stelvio,949,2017,,2.2 TD,155/85/18,"18""",RH226,299,182.5,Picture,Picture,Picture,Picture
131,Alfa Romeo,Stelvio,949,2017,,"2.0 Turbo,2.2 TD",155/85/18,"18""",RH226,299,182.5,Picture,Picture,Picture,Picture
134,Alfa Romeo,Stelvio,949,2017,,2.0 Turbo,155/85/18,"18""",RH226,299,182.5,Picture,Picture,Picture,Picture
136,Alfa Romeo,Stelvio,949,2017,,2.9 Bi-Turbo,175/70/20,"20""",RH289,499,299,Picture,Picture,Picture,Picture
10476,Alfa Romeo,Stelvio,949,2017,,"2.0 Turbo,2.2 TD,2.9 Bi-Turbo",175/70/20,"20""",RH289,499,299,Picture,Picture,Picture,Picture
10602,Alfa Romeo,Tonale,,2022,,"1.3T PHEV,1.5,1.6D",145/80/18,"18""",RH141,299,182.5,Picture,Picture,Picture,Picture
223,Audi,A1,8X,2010,2015,"1.2 TFSi,1.4 TFSi,1.6 TDi",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
228,Audi,A1,8X,2010,2015,"1.4 TFSi,2.0 TDi",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
230,Audi,A1,8X,2010,2015,1.4 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
220,Audi,A1,8X Facelift,2014,2018,"1.0 TFSi,1.4 TDi,1.6 TDi",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
222,Audi,A1,8X Facelift,2014,2018,1.4 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
225,Audi,A1,8X Facelift,2014,2018,1.8 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
221,Audi,A1,GB,2018,,"25 TFSi,30 TFSi",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
224,Audi,A1,GB,2018,,35 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
226,Audi,A1,GB,2018,,40 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
10604,Audi,A1 allstreet,GB,2022,,"25 TFSi,30 TFSi,35 TFSi",135/80/17,"17""",RH150,249,155,Picture,Picture,Picture,Picture
227,Audi,A1 citycarver,GB,2019,,"25 TFSi,30 TFSi",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
231,Audi,A1 citycarver,GB,2019,,35 TFSi,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
229,Audi,A2,8Z,1999,2005,"1.2 TDi,1.4 MPi,1.4 TDi",125/80/15,"15""",RH019,199,125,Picture,Picture,Picture,Picture
232,Audi,A2,8Z,1999,2005,1.6 FSi,125/80/15,"15""",RH019,199,125,Picture,Picture,Picture,Picture
253,Audi,A3,8L,1996,2003,"1.6i,1.8i,1.9 TDi,1.9 TDi Quattro",125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
256,Audi,A3,8L,1996,2003,1.8T,125/80/17,"17""",RH032,249,155,Picture,Picture,Picture,Picture
246,Audi,A3,8P,2003,2005,"1.6 FSi,1.6i,1.9 TDi,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
247,Audi,A3,8P,2003,2005,2.0 FSi,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
250,Audi,A3,8P,2003,2005,"2.0 TFSi,2.0 TFSi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
251,Audi,A3,8P,2003,2005,3.2 Quattro,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
244,Audi,A3,8P Facelift,2004,2008,"1.4 TFSi,1.6 FSi,1.6i,1.9 TDi,1.9 TDi e,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
249,Audi,A3,8P Facelift,2004,2008,"1.8 TFSi,2.0 FSi,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
255,Audi,A3,8P Facelift,2004,2008,"2.0 TFSi,2.0 TFSi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
257,Audi,A3,8P Facelift,2004,2008,3.2 Quattro,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
242,Audi,A3,8P Facelift,2008,2010,"1.4 TFSi,1.6 TDi,1.6i,1.9 TDi,1.9 TDi e",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
245,Audi,A3,8P Facelift,2008,2010,"1.8 TFSi,1.8 TFSi Quattro,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
248,Audi,A3,8P Facelift,2008,2010,"2.0 TFSi,2.0 TFSi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
252,Audi,A3,8P Facelift,2008,2010,3.2 Quattro,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
237,Audi,A3,8P Facelift,2010,2013,"1.2 TFSi,1.4 TFSi,1.6 TDi,1.6i",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
238,Audi,A3,8P Facelift,2010,2013,"1.8 TFSi,1.8 TFSi Quattro,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
241,Audi,A3,8P Facelift,2010,2013,"2.0 TFSi,2.0 TFSi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
235,Audi,A3,8V,2012,2016,"1.2 TFSi,1.4 TFSi,1.4 TFSi g-tron,1.6 TDi,1.6 TDi ultra,2.0 TDi",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
239,Audi,A3,8V,2012,2016,"1.4 TFSi CoD ultra,1.8 TFSi,1.8 TFSi Quattro,2.0 TDi,2.0 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
243,Audi,A3,8V,2012,2016,1.4 TFSi e-tron,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
234,Audi,A3,8V Facelift,2016,2020,"1.0 TFSi,1.4 TFSi,1.4 TFSi CoD ultra,1.4 TFSi g-tron,1.5 TFSi CoD,1.6 TDi,2.0 TDi,2.0 TDi Quattro,30 g-tron,30 TDi,30 TFSi,35 TDi,35 TFSi",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
240,Audi,A3,8V Facelift,2016,2020,"1.4 TFSi e-tron,2.0 TDi Quattro,2.0 TFSi,2.0 TFSi Quattro,40 e-tron,40 TDi Quattro,40 TFSi,40 TFSi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
233,Audi,A3,8Y,2020,,"30 g-tron,30 TDi,30 TFSi,35 TDi,35 TFSi",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
236,Audi,A3,8Y,2020,,"40 TDi Quattro,40 TFSi e",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
278,Audi,A4,B5,1994,1999,"1.6i,1.8i,1.9 TDi,1.9 TDi PHEV,1.9 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
281,Audi,A4,B5,1994,1999,"1.8i,1.8T,2.4i,2.5 TDi,2.5 TDi Quattro,2.6i",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
286,Audi,A4,B5,1994,1999,"1.8T,2.8i",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
276,Audi,A4,B5 Facelift,1999,2001,"1.6i,1.8i,1.9 TDi,1.9 TDi PHEV,1.9 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
279,Audi,A4,B5 Facelift,1999,2001,"1.8T,2.4i,2.5 TDi,2.5 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
282,Audi,A4,B5 Facelift,1999,2001,2.8i,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
271,Audi,A4,B6,2000,2006,"1.6i,1.9 TDi,1.9 TDi Quattro,2.0i",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
274,Audi,A4,B6,2000,2006,"1.8T,2.0 FSi,2.4i,2.5 TDi,2.5 TDi Quattro",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
277,Audi,A4,B6,2000,2006,3.0i,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
272,Audi,A4,B7,2004,2009,"1.6i,1.9 TDi,2.0 TDi,2.0 TDi 16V,2.0 TDi Quattro,2.0i",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
275,Audi,A4,B7,2004,2009,"1.8T,2.0 TDi,2.0 TDi Quattro,2.0 TFSi,2.0 TFSi e,2.0 TFSi Quattro,2.5 TDi,2.7 TDi,3.0 TDi Quattro",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
280,Audi,A4,B7,2004,2009,"2.0 TFSi,2.0 TFSi Quattro,3.0 TDi Quattro,3.0i,3.2 FSi,3.2 FSi Quattro",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
266,Audi,A4,B8,2007,2012,"1.8 TFSi,1.8 TFSi Quattro,2.0 TDi,2.0 TDi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
269,Audi,A4,B8,2007,2012,"2.0 TDi,2.0 TDi Quattro,2.0 TFSi,2.0 TFSi flexible,2.0 TFSi flexible Quattro,2.0 TFSi Quattro,2.7 TDi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
273,Audi,A4,B8,2007,2012,"3.0 TDi,3.0 TDi Quattro,3.2 FSi,3.2 FSi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
260,Audi,A4,B8 Facelift,2011,2016,"1.8 TFSi,2.0 TDi,2.0 TDi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
262,Audi,A4,B8 Facelift,2011,2016,"1.8 TFSi,1.8 TFSi Quattro,2.0 TDi,2.0 TDi Quattro,2.0 TFSi,2.0 TFSi flexible,2.0 TFSi flexible Quattro,3.0 TDi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
267,Audi,A4,B8 Facelift,2011,2016,"2.0 TFSi,2.0 TFSi Quattro,3.0 TDi,3.0 TDi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
270,Audi,A4,B8 Facelift,2011,2016,"3.0 TFSi,3.0 TFSi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
254,Audi,A4,B9,2015,2020,"1.4 TFSi,2.0 TDi,2.0 TDi ultra,30 TDi,35 TDi,35 TFSi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
259,Audi,A4,B9,2015,2020,"2.0 TDi,2.0 TDi Quattro,2.0 TDi ultra,2.0 TFSi,2.0 TFSi g-tron,2.0 TFSi ultra,40 g-tron,40 TDi,40 TDi Quattro,40 TFSi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
264,Audi,A4,B9,2015,2020,"2.0 TFSi,2.0 TFSi mHEV,2.0 TFSi Quattro,3.0 TDi,3.0 TDi Quattro,45 TDi Quattro,45 TFSi,45 TFSi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
268,Audi,A4,B9,2015,2020,"3.0 TDi Quattro,50 TDi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
258,Audi,A4,B9 Facelift,2019,,"30 TDi,35 TDi,35 TFSi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
261,Audi,A4,B9 Facelift,2019,,"40 g-tron,40 TDi,40 TDi Quattro,40 TFSi",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
263,Audi,A4,B9 Facelift,2019,,"45 TDi Quattro,45 TFSi,45 TFSi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
265,Audi,A4,B9 Facelift,2019,,50 TDi Quattro,135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
10481,Audi,A4,B9 Facelift,2019,,"30 TDi,35 TDi,35 TFSi,40 g-tron,40 TFSi,45 TFSi Quattro,50 TDi Quattro",135/80/17,"17""",RH175,249,155,Picture,Picture,Picture,Picture
291,Audi,A4 Allroad,B8,2009,2011,2.0 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
294,Audi,A4 Allroad,B8,2009,2011,"2.0 TFSi Quattro,3.0 TDi Quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
290,Audi,A4 Allroad,B8 Facelift,2011,2016,2.0 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
292,Audi,A4 Allroad,B8 Facelift,2011,2016,"2.0 TDi Quattro,2.0 TFSi Quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
295,Audi,A4 Allroad,B8 Facelift,2011,2016,3.0 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
283,Audi,A4 Allroad,B9,2016,2020,2.0 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
285,Audi,A4 Allroad,B9,2016,2020,"2.0 TFSi Quattro,2.0TFSi quattro,3.0 TDi Quattro,45 TFSi Quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
288,Audi,A4 Allroad,B9,2016,2020,3.0 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
284,Audi,A4 Allroad,B9 Facelift,2019,,"40 TDi Quattro,45 TDi Quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
287,Audi,A4 Allroad,B9 Facelift,2019,,"45 TFSi quattro,Allroad quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
289,Audi,A4 Allroad,B9 Facelift,2019,,50 TDi Quattro,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
297,Audi,A5,8T/8F,2007,2016,"1.8 TFSi,1.8TFSi,2.0 TFSi,2.0TDi",125/70/18,"18""",RH084,299,182.5,Picture,Picture,Picture,Picture
300,Audi,A5,8T/8F,2007,2016,"2.0TDi,2.0TFSi,2.7TDi,3.0TDi",125/70/18,"18""",RH084,299,182.5,Picture,Picture,Picture,Picture
302,Audi,A5,8T/8F,2007,2016,"3.0 TDi,3.0TDi quattro,3.0TFSi,3.2 FSi Quattro,3.2FSi",125/70/18,"18""",RH084,299,182.5,Picture,Picture,Picture,Picture
293,Audi,A5,F5,2016,2020,"1.4TFSi,2.0TDi,2.0TFSi,35 TDi,35 TFSi,40 g-tron,40 TDi,40 TDi Quattro,40 TFSi",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
298,Audi,A5,F5,2016,2020,"2.0 TFSi,2.0TFSi,3.0TDi,45 TDi Quattro,45 TFSi,45 TFSi Quattro",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
303,Audi,A5,F5,2016,2020,"3.0TDi,50 TDi Quattro",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
296,Audi,A5,F5 Facelift,2020,,"35 TDi,35 TFSi,40 g-tron,40 TDi,40 TDi Quattro,40 TFSi",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
299,Audi,A5,F5 Facelift,2020,,"40 TDi,40 TDi Quattro,40 TFSi,40 TFSi Quattro,45 TDi Quattro,45 TFSi Quattro",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
301,Audi,A5,F5 Facelift,2020,,"45 TFSi Quattro,50 TDi Quattro",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
10483,Audi,A5,F5 Facelift,2020,,"35 TDi,35 TFSi,40 g-tron,40 TFSi,40 TFSi Quattro,45 TFSi Quattro,50 TDi Quattro",125/80/18,"18""",RH238,299,182.5,Picture,Picture,Picture,Picture
316,Audi,A6,C4,1994,1997,"1.8,1.9TDi",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
318,Audi,A6,C4,1994,1997,"2.0 16V,2.3,2.5TDi,2.6",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
324,Audi,A6,C4,1994,1997,2.8,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
327,Audi,A6,C4,1994,1997,2.2T,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
328,Audi,A6,C4,1994,1997,4.2,125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
310,Audi,A6,C5,1997,2005,"1.8i,1.9TDi,2.0i,2.5TDi",125/80/17,"17""",RH033,249,155,Picture,Picture,Picture,Picture
314,Audi,A6,C5,1997,2005,"1.8i Turbo,2.4i,2.5TDi,2.8i",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
317,Audi,A6,C5,1997,2005,"2.7i Biturbo,3.0i",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
320,Audi,A6,C5,1997,2005,4.2i quattro,135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
307,Audi,A6,C6,2004,2011,"2.0TDi,2.0TDie,2.0TFSi,2.4i,2.7TDi",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
311,Audi,A6,C6,2004,2011,"2.7TDi,2.8 FSi,2.8FSi,3.0i",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
315,Audi,A6,C6,2004,2011,"3.0i,3.0TDi,3.2 FSi,3.2FSi",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
319,Audi,A6,C6,2004,2011,"3.0 TFSi,3.0TFSi",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
321,Audi,A6,C6,2004,2011,"4.2FSi,4.2i",135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
304,Audi,A6,C7,2011,2018,"1.8TFSi,2.0TDi,2.0TFSi,2.8FSi,3.0TDi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
306,Audi,A6,C7,2011,2018,"2.0TFSi,2.8FSi,3.0TDi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
309,Audi,A6,C7,2011,2018,3.0TFSi,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
305,Audi,A6,C8,2018,,"35 TDi,40 TDi,40 TDi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
308,Audi,A6,C8,2018,,"45 TDi quattro,45 TFSi,45 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
312,Audi,A6,C8,2018,,"50 TDi quattro,50 TFSI e quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
313,Audi,A6,C8,2018,,"55 TFSI e quattro,55 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
10485,Audi,A6,C8,2018,,"35 TDi,40 TDi,40 TDi quattro,45 TDi quattro,45 TFSi quattro,50 TDi quattro,50 TFSI e quattro,55 TFSI e quattro,55 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
331,Audi,A6 Allroad,C5,2000,2005,2.5 TDi quattro,135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
334,Audi,A6 Allroad,C5,2000,2005,2.7 T quattro,135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
335,Audi,A6 Allroad,C5,2000,2005,4.2 quattro,135/80/17,"17""",RH149,249,155,Picture,Picture,Picture,Picture
330,Audi,A6 Allroad,C6,2006,2011,2.7TDi,145/80/18,"18""",RH037,299,182.5,Picture,Picture,Picture,Picture
333,Audi,A6 Allroad,C6,2006,2011,"3.0TDi,3.2FSi",145/80/18,"18""",RH037,299,182.5,Picture,Picture,Picture,Picture
337,Audi,A6 Allroad,C6,2006,2011,3.0 TFSi,145/80/18,"18""",RH037,299,182.5,Picture,Picture,Picture,Picture
338,Audi,A6 Allroad,C6,2006,2011,4.2FSi,145/80/18,"18""",RH037,299,182.5,Picture,Picture,Picture,Picture
322,Audi,A6 Allroad,C7,2012,2019,3.0TDi,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
323,Audi,A6 Allroad,C7,2012,2019,3.0TDi,145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
326,Audi,A6 Allroad,C7,2012,2019,"3.0TDi,3.0TFSi,55 TFSi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
325,Audi,A6 Allroad,C8,2019,,"40 TDi quattro,45 TDi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
329,Audi,A6 Allroad,C8,2019,,"45 TDi quattro,50 TDi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
332,Audi,A6 Allroad,C8,2019,,"55 TDi quattro,55 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
341,Audi,A7,4G8,2010,2015,"2.8FSi,3.0TDi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
343,Audi,A7,4G8,2010,2015,"3.0TDi,3.0TFSi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
336,Audi,A7,4G8 Facelift,2014,2018,"2.8 FSi,3.0TDi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
339,Audi,A7,4G8 Facelift,2014,2018,"2.0TFSi,3.0TDi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
342,Audi,A7,4G8 Facelift,2014,2018,"3.0TDi,3.0TFSi",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
340,Audi,A7,4K8,2018,,"40 TDi,40 TDi quattro,45 TDi quattro,45 TFSi,45 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
346,Audi,A7,4K8,2018,,"45 TDi quattro,45 TFSi,45 TFSi quattro,50 TDi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
350,Audi,A7,4K8,2018,,"55 TFSI e quattro,55 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
10486,Audi,A7,4K8,2018,,"40 TDi quattro,45 TDi quattro,45 TFSi quattro,50 TDi quattro,50 TFSI e quattro,55 TFSI e quattro,55 TFSi quattro",145/80/18,"18""",RH085,299,182.5,Picture,Picture,Picture,Picture
