ID,Manufacturer,Model,Nickname,Year Start,Year End,Engine Size,Tyre Size ,Wheel Size ,ROAD HERO SKU,SRP INC VAT,Trade Price
5583,Mercedes-Benz,CLC-Class,CL203,2008,2011,"CLC 160,CLC 180 K,CLC 200 CDI,CLC 220 CDI",125/80/17,"17""",RH097,249,155
5598,Mercedes-Benz,CLC-Class,CL203,2008,2011,"CLC 200 K,CLC 230,CLC 250",125/80/17,"17""",RH097,249,155
5608,Mercedes-Benz,CLC-Class,CL203,2008,2011,CLC 350,125/80/17,"17""",RH097,249,155
5561,Mercedes-Benz,CL-Class,C215,2000,2006,CL 500,145/80/18,"18""",RH085,299,182.5
5566,Mercedes-Benz,CL-Class,C215,2000,2006,CL 600,145/80/18,"18""",RH085,299,182.5
5569,Mercedes-Benz,CL-Class,C215,2000,2006,CL 600 BiTurbo,145/80/18,"18""",RH085,299,182.5
5553,Mercedes-Benz,CL-Class,C216,2007,2010,CL 500,145/80/18,"18""",RH085,299,182.5
5559,Mercedes-Benz,CL-Class,C216,2007,2010,CL 600,145/80/18,"18""",RH085,299,182.5
5552,Mercedes-Benz,CL-Class,C216 Facelift,2010,2014,CL 500,145/80/18,"18""",RH085,299,182.5
5557,Mercedes-Benz,CL-Class,C216 Facelift,2010,2014,CL 600,145/80/18,"18""",RH085,299,182.5
5586,Mercedes-Benz,CLK-Class,Br208,1997,2003,"CLK 200,CLK 200 K",125/80/17,"17""",RH097,249,155
5593,Mercedes-Benz,CLK-Class,Br208,1997,2003,"CLK 200 K,CLK 230 K,CLK 320",125/80/17,"17""",RH097,249,155
5602,Mercedes-Benz,CLK-Class,Br208,1997,2003,CLK 430,125/70/18,"18""",RH100,299,182.5
5588,Mercedes-Benz,CLK-Class,Br209,2003,2010,"CLK 200 CGI,CLK 200 K,CLK 220 CDI,CLK 240,CLK 270 CDI",125/80/17,"17""",RH097,249,155
5604,Mercedes-Benz,CLK-Class,Br209,2003,2010,"CLK 280,CLK 320,CLK 320 CDI",125/80/17,"17""",RH097,249,155
5617,Mercedes-Benz,CLK-Class,Br209,2003,2010,"CLK 350,CLK 500",125/70/18,"18""",RH100,299,182.5
5622,Mercedes-Benz,CLK-Class,Br209,2003,2010,CLK 550,125/70/18,"18""",RH100,299,182.5
5599,Mercedes-Benz,CLS-Class,Br218,2011,2017,"CLS 220 d,CLS 250 CDI,CLS 250 d",125/80/18,"18""",RH238,299,182.5
5612,Mercedes-Benz,CLS-Class,Br218,2011,2017,"CLS 350 CDI,CLS 350 d",125/80/18,"18""",RH238,299,182.5
5621,Mercedes-Benz,CLS-Class,Br218,2011,2017,"CLS 350,CLS 400",125/80/18,"18""",RH238,299,182.5
5624,Mercedes-Benz,CLS-Class,Br218,2011,2017,CLS 500,125/80/18,"18""",RH238,299,182.5
5601,Mercedes-Benz,CLS-Class,C219,2004,2010,"CLS 280,CLS 300,CLS 320 CDI",125/80/18,"18""",RH238,299,182.5
5615,Mercedes-Benz,CLS-Class,C219,2004,2010,"CLS 350,CLS 350 CGI,CLS 500",125/80/18,"18""",RH238,299,182.5
5623,Mercedes-Benz,CLS-Class,C219,2004,2010,CLS 500,125/80/18,"18""",RH238,299,182.5
5594,Mercedes-Benz,CLS-Class,C257,2018,2020,"CLS 220 d,CLS 220 d (LDA-257314C)",145/80/18,"18""",RH085,299,182.5
5600,Mercedes-Benz,CLS-Class,C257,2018,2020,"CLS 300 d,CLS 350 d",145/80/18,"18""",RH085,299,182.5
5607,Mercedes-Benz,CLS-Class,C257,2018,2020,"CLS 350,CLS 350 d",145/80/18,"18""",RH085,299,182.5
5616,Mercedes-Benz,CLS-Class,C257,2018,2020,"CLS 400 d,CLS 450,CLS 450 (DAA-257359)",145/80/18,"18""",RH085,299,182.5
10520,Mercedes-Benz,CLS-Class,C257 Facelift,2021,1900,"CLS 220 d,CLS 300 d,CLS 350 d,CLS 400 d,CLS 450",145/80/18,"18""",RH085,299,182.5
5625,Mercedes-Benz,E-Class,Br210,1996,2001,"E 200 CDI,E 200 D,E 220 D,E 250 D,E 290 TD",125/80/17,"17""",RH097,249,155
5636,Mercedes-Benz,E-Class,Br210,1996,2001,"E 200,E 200 K,E 220 CDI,E 230,E 240,E 270 CDI,E 300 D",125/80/17,"17""",RH097,249,155
5648,Mercedes-Benz,E-Class,Br210,1996,2001,"E 280,E 320",125/80/17,"17""",RH097,249,155
5654,Mercedes-Benz,E-Class,Br210,1996,2001,"E 420,E 430",125/80/17,"17""",RH097,249,155
5619,Mercedes-Benz,E-Class,Br211,2002,2008,"E 200 CDI,E 200 NGT,E 220 CDI,E 240,E 240 4-Matic,E 270 CDI",125/80/17,"17""",RH098,249,155
5634,Mercedes-Benz,E-Class,Br211,2002,2008,"E 200 K,E 230,E 280 CDI,E 300 BlueTec,E 320,E 320 4-Matic,E 320 BlueTec,E 320 CDI,E 320 CDI 4-Matic",125/80/17,"17""",RH098,249,155
5661,Mercedes-Benz,E-Class,Br211,2002,2008,"E 280,E 280 4-Matic,E 350,E 350 4-Matic,E 400 CDI",125/70/18,"18""",RH084,299,182.5
5680,Mercedes-Benz,E-Class,Br211,2002,2008,"E 420 CDI,E 500",125/70/18,"18""",RH084,299,182.5
5618,Mercedes-Benz,E-Class,Br212,2009,2012,"E 200,E 200 CDI,E 200 NGT,E 220 CDI",125/80/17,"17""",RH098,249,155
5627,Mercedes-Benz,E-Class,Br212,2009,2012,"E 200 CGI,E 250,E 250 CDI,E 300 CDI,E 350 BlueTec",125/70/18,"18""",RH084,299,182.5
5643,Mercedes-Benz,E-Class,Br212,2009,2012,"E 300 CDI,E 350,E 350 CDI",125/70/18,"18""",RH084,299,182.5
5656,Mercedes-Benz,E-Class,Br212,2009,2012,"E 350,E 400",125/70/18,"18""",RH084,299,182.5
5666,Mercedes-Benz,E-Class,Br212,2009,2012,E 500,125/70/18,"18""",RH084,299,182.5
5614,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,"E 200 BlueTec,E 200 NG,E 220 BlueTec,E 220 BlueTec AWD",125/80/17,"17""",RH098,249,155
5628,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,"E 200,E 250,E 250 BlueTec",125/70/18,"18""",RH084,299,182.5
5638,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,"E 300,E 300 BlueTec,E 350 BlueTec",125/70/18,"18""",RH084,299,182.5
5653,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,E 350,125/70/18,"18""",RH084,299,182.5
5658,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,E 400,125/70/18,"18""",RH084,299,182.5
5665,Mercedes-Benz,E-Class,Br212 Facelift,2013,2016,E 500,125/70/18,"18""",RH084,299,182.5
5610,Mercedes-Benz,E-Class,Br213,2017,2020,"E 180,E 200,E 200 4MATIC,E 200 4MATIC Wagon,E 200 d,E 200 Wagon",145/80/18,"18""",RH085,299,182.5
5633,Mercedes-Benz,E-Class,Br213,2017,2020,"E 200,E 200 4MATIC,E 220 d,E 220 d 4MATIC,E 220 d 4MATIC Wagon,E 220 d Wagon,E 250",145/80/18,"18""",RH085,299,182.5
5652,Mercedes-Benz,E-Class,Br213,2017,2020,"E 300,E 300 d,E 300 Wagon,E 350 d",145/80/18,"18""",RH085,299,182.5
5669,Mercedes-Benz,E-Class,Br213,2017,2020,"E 300 de,E 300 e,E 350,E 350 d,E 350 e",145/80/18,"18""",RH085,299,182.5
5683,Mercedes-Benz,E-Class,Br213,2017,2020,"E 400 4MATIC,E 400 d,E 450 4MATIC,E 450 4MATIC Wagon",145/80/18,"18""",RH085,299,182.5
5613,Mercedes-Benz,E-Class,Br213 Facelift,2020,1900,"E 200,E 200 4MATIC,E 200 d,E 220 d,E 220 d 4MATIC,E 300,E 350 de,E 450",145/80/18,"18""",RH085,299,182.5
5644,Mercedes-Benz,E-Class,Br213 Facelift,2020,1900,"E 300,E 300 d 4MATIC",145/80/18,"18""",RH085,299,182.5
5649,Mercedes-Benz,E-Class,Br213 Facelift,2020,1900,"E 300 de,E 300 e,E 400 d",145/80/18,"18""",RH085,299,182.5
5659,Mercedes-Benz,E-Class,Br213 Facelift,2020,1900,E 450 4MATIC,145/80/18,"18""",RH085,299,182.5
5660,Mercedes-Benz,E-Class Cabriolet,A207,2009,2013,"E 200 CGI,E 220 CDI,E 250,E 250 CDI",125/80/17,"17""",RH098,249,155
5674,Mercedes-Benz,E-Class Cabriolet,A207,2009,2013,"E 300,E 350 CDI",125/70/18,"18""",RH084,299,182.5
5681,Mercedes-Benz,E-Class Cabriolet,A207,2009,2013,E 350 CGI,125/70/18,"18""",RH084,299,182.5
5684,Mercedes-Benz,E-Class Cabriolet,A207,2009,2013,E 500,125/70/18,"18""",RH084,299,182.5
5651,Mercedes-Benz,E-Class Cabriolet,A207 facelift,2013,2017,"E 200 CGI,E 220 CDI,E 250 CDI,E 250 CGI",125/80/17,"17""",RH098,249,155
5664,Mercedes-Benz,E-Class Cabriolet,A207 facelift,2013,2017,"E 300,E 350 CDI",125/70/18,"18""",RH084,299,182.5
5671,Mercedes-Benz,E-Class Cabriolet,A207 facelift,2013,2017,"E 350 CGI,E 400",125/70/18,"18""",RH084,299,182.5
5679,Mercedes-Benz,E-Class Cabriolet,A207 facelift,2013,2017,E 500,125/70/18,"18""",RH084,299,182.5
5646,Mercedes-Benz,E-Class Cabriolet,A238,2017,2020,"E 200,E 220 d",145/80/18,"18""",RH085,299,182.5
5650,Mercedes-Benz,E-Class Cabriolet,A238,2017,2020,"E 300,E 300 d",145/80/18,"18""",RH085,299,182.5
5657,Mercedes-Benz,E-Class Cabriolet,A238,2017,2020,"E 350 d,E 350 e",145/80/18,"18""",RH085,299,182.5
5667,Mercedes-Benz,E-Class Cabriolet,A238,2017,2020,"E 400,E 400 d,E 450",145/80/18,"18""",RH085,299,182.5
5647,Mercedes-Benz,E-Class Cabriolet,A238 facelift,2020,1900,"E 200,E 220 d",145/80/18,"18""",RH085,299,182.5
5655,Mercedes-Benz,E-Class Cabriolet,A238 facelift,2020,1900,"E 300,E 300 d",145/80/18,"18""",RH085,299,182.5
5662,Mercedes-Benz,E-Class Cabriolet,A238 facelift,2020,1900,"E 400 d,E 450,E 450 4MATIC",145/80/18,"18""",RH085,299,182.5
5673,Mercedes-Benz,E-Class Coupe,C207,2009,2013,"E 200 CGI,E 220 CDI,E 250 CDI,E 250 CGI",125/80/17,"17""",RH098,249,155
5689,Mercedes-Benz,E-Class Coupe,C207,2009,2013,"E 300,E 350 CDI",125/70/18,"18""",RH084,299,182.5
5697,Mercedes-Benz,E-Class Coupe,C207,2009,2013,E 350 CGI,125/70/18,"18""",RH084,299,182.5
5705,Mercedes-Benz,E-Class Coupe,C207,2009,2013,E 500,125/70/18,"18""",RH084,299,182.5
5672,Mercedes-Benz,E-Class Coupe,C207 Facelift,2013,2017,"E 200 CGI,E 220 CDI,E 250 CDI,E 250 CGI",125/80/17,"17""",RH098,249,155
5688,Mercedes-Benz,E-Class Coupe,C207 Facelift,2013,2017,"E 300,E 350 CDI",125/70/18,"18""",RH084,299,182.5
5696,Mercedes-Benz,E-Class Coupe,C207 Facelift,2013,2017,"E 350,E 400",125/70/18,"18""",RH084,299,182.5
5709,Mercedes-Benz,E-Class Coupe,C207 Facelift,2013,2017,E 500,125/70/18,"18""",RH084,299,182.5
5663,Mercedes-Benz,E-Class Coupe,C238,2017,2020,"E 200,E 220 d",145/80/18,"18""",RH085,299,182.5
5670,Mercedes-Benz,E-Class Coupe,C238,2017,2020,"E 300,E 300 d",145/80/18,"18""",RH085,299,182.5
5676,Mercedes-Benz,E-Class Coupe,C238,2017,2020,"E 350 d,E 350 e",145/80/18,"18""",RH085,299,182.5
5686,Mercedes-Benz,E-Class Coupe,C238,2017,2020,"E 400,E 400 d,E 450",145/80/18,"18""",RH085,299,182.5
5668,Mercedes-Benz,E-Class Coupe,C238 Facelift,2020,1900,"E 200,E 220 d",145/80/18,"18""",RH085,299,182.5
5678,Mercedes-Benz,E-Class Coupe,C238 Facelift,2020,1900,"E 300,E 300 d",145/80/18,"18""",RH085,299,182.5
5690,Mercedes-Benz,E-Class Coupe,C238 Facelift,2020,1900,"E 400 d,E 450,E 450 4MATIC",145/80/18,"18""",RH085,299,182.5
5675,Mercedes-Benz,EQA,,2021,1900,250,145/80/19,"19""",RH252,399,240
10521,Mercedes-Benz,EQB,X243,2021,1900,"EQB 300 4Matic,EQB 350 4Matic",155/85/18,"18""",RH102,299,182.5
5677,Mercedes-Benz,EQC,,2019,1900,400 4MATIC,155/80/19,"19""",RH249,399,240
10589,Mercedes-Benz,EQE,V295,2022,1900,"EQE 300,EQE 350+",145/80/19,"19""",RH252,399,240
10714,Mercedes-Benz,EQE SUV,X294,2023,1900,"EQE 300,EQE 350+,EQE 500 4MATIC",155/80/19,"19""",RH249,399,240
10522,Mercedes-Benz,EQS,Br297,2021,1900,"EQS 450+,EQS 580 4Matic",155/80/19,"19""",RH249,399,240
5682,Mercedes-Benz,G-Class,W463,1990,2018,"G 200,G 300 D,G 350 TD",155/85/18,"18""",RH101,299,182.5
5693,Mercedes-Benz,G-Class,W463,1990,2018,"G 270 CDI,G 300,G 300 TD",155/85/18,"18""",RH101,299,182.5
5700,Mercedes-Benz,G-Class,W463,1990,2018,"G 320,G 320 CDI,G 350 BlueTec,G 350 CDI,G 350 d,G 400 CDI",155/85/18,"18""",RH101,299,182.5
5727,Mercedes-Benz,G-Class,W463,1990,2018,G 500,155/85/18,"18""",RH101,299,182.5
5706,Mercedes-Benz,GLA-Class,h247,2020,1900,"GLA 180,GLA 180 d,GLA 200 d",145/80/18,"18""",RH085,299,182.5
5717,Mercedes-Benz,GLA-Class,h247,2020,1900,"GLA 200,GLA 220 d",145/80/18,"18""",RH085,299,182.5
5728,Mercedes-Benz,GLA-Class,h247,2020,1900,"GLA 250,GLA 250 e",145/80/18,"18""",RH085,299,182.5
5707,Mercedes-Benz,GLA-Class,X156,2013,2020,"GLA 180,GLA 180 d,GLA 200 d",145/80/18,"18""",RH085,299,182.5
5722,Mercedes-Benz,GLA-Class,X156,2013,2020,"GLA 200,GLA 220,GLA 220 4MATIC,GLA 220 d",145/80/18,"18""",RH085,299,182.5
5737,Mercedes-Benz,GLA-Class,X156,2013,2020,"GLA 250,GLA 250 4MATIC",145/80/18,"18""",RH085,299,182.5
5711,Mercedes-Benz,GLA-Class AMG,H247,2020,1900,GLA 35 4MATIC,145/80/18,"18""",RH085,299,182.5
5716,Mercedes-Benz,GLA-Class AMG,H247,2020,1900,"GLA 45 4MATIC+,GLA 45 S 4MATIC+",145/80/18,"18""",RH085,299,182.5
5713,Mercedes-Benz,GLA-Class AMG,X156,2013,2019,"GLA 45,GLA 45 4MATIC",145/80/18,"18""",RH085,299,182.5
5714,Mercedes-Benz,GLB-Class,X247,2019,1900,"GLB 180,GLB 180 d,GLB 200 d",155/85/18,"18""",RH102,299,182.5
5726,Mercedes-Benz,GLB-Class,X247,2019,1900,"GLB 200,GLB 220 d",155/85/18,"18""",RH102,299,182.5
5731,Mercedes-Benz,GLB-Class,X247,2019,1900,GLB 250,155/85/18,"18""",RH102,299,182.5
5718,Mercedes-Benz,GLB-Class AMG,X247,2019,1900,GLB 35,145/65/20,"20""",RH278,499,299
5735,Mercedes-Benz,GLC-Class,X253,2015,2019,"GLC 250,GLC 250 d,GLC 300,GLC 350 d",155/85/18,"18""",RH102,299,182.5
5752,Mercedes-Benz,GLC-Class,X253,2015,2019,GLC 350 e,155/85/18,"18""",RH102,299,182.5
5721,Mercedes-Benz,GLC-Class,X253 Facelift,2019,2021,"GLC 200,GLC 200 d,GLC 220 d",155/85/18,"18""",RH102,299,182.5
5739,Mercedes-Benz,GLC-Class,X253 Facelift,2019,2021,"GLC 300,GLC 300 d",155/85/18,"18""",RH102,299,182.5
5748,Mercedes-Benz,GLC-Class,X253 Facelift,2019,2021,"GLC 300 de,GLC 300 e,GLC 300 e 4MATIC,GLC 400 d",155/85/18,"18""",RH102,299,182.5
10621,Mercedes-Benz,GLC-Class,X254,2022,1900,"GLC 200,GLC 200 d,GLC 220 d,GLC 260 L,GLC 300,GLC 300 d,GLC 300 de,GLC 300 e,GLC 300 e 4MATIC,GLC 400 d,GLC 400 e",155/80/19,"19""",RH249,399,240
5723,Mercedes-Benz,GLC-Class AMG,X253,2015,2019,GLC 43,155/80/19,"19""",RH249,399,240
5730,Mercedes-Benz,GLC-Class AMG,X253,2015,2019,"GLC 63,GLC 63 S",175/70/20,"20""",RH279,499,299
5725,Mercedes-Benz,GLC-Class AMG,X253 Facelift,2019,1900,GLC 43 4Matic,155/80/19,"19""",RH249,399,240
5733,Mercedes-Benz,GLC-Class AMG,X253 Facelift,2019,1900,"GLC 63 4Matic+,GLC 63 S 4Matic+",175/70/20,"20""",RH279,499,299
5729,Mercedes-Benz,GLC-Class Coupe,C253,2016,2019,"GLC 200,GLC 200 d,GLC 220 d",155/85/18,"18""",RH102,299,182.5
5742,Mercedes-Benz,GLC-Class Coupe,C253,2016,2019,"GLC 250,GLC 250 d,GLC 300,GLC 350 d",155/85/18,"18""",RH102,299,182.5
5756,Mercedes-Benz,GLC-Class Coupe,C253,2016,2019,GLC 350 e,155/85/18,"18""",RH102,299,182.5
5734,Mercedes-Benz,GLC-Class Coupe,C253 Facelift,2019,1900,"GLC 200 4MATIC,GLC 200 d 4matic,GLC 220 d 4matic",155/85/18,"18""",RH102,299,182.5
5753,Mercedes-Benz,GLC-Class Coupe,C253 Facelift,2019,1900,"GLC 300 4matic,GLC 300 d 4matic,GLC 350 e 4MATIC",155/85/18,"18""",RH102,299,182.5
5764,Mercedes-Benz,GLC-Class Coupe,C253 Facelift,2019,1900,GLC 300 4matic,155/85/18,"18""",RH102,299,182.5
5770,Mercedes-Benz,GLC-Class Coupe,C253 Facelift,2019,1900,"GLC 300 de 4MATIC,GLC 300 e 4MATIC,GLC 400 d 4matic",155/85/18,"18""",RH102,299,182.5
5736,Mercedes-Benz,GLC-Class Coupe AMG,C253,2016,2019,GLC 43,155/80/19,"19""",RH249,399,240
5740,Mercedes-Benz,GLC-Class Coupe AMG,C253 Facelift,2019,1900,GLC 43 4Matic,155/80/19,"19""",RH249,399,240
5704,Mercedes-Benz,GL-Class,X164,2006,2012,"GL 320 CDI,GL 350 BlueTEC,GL 350 CDI",155/85/18,"18""",RH102,299,182.5
5719,Mercedes-Benz,GL-Class,X164,2006,2012,GL 350 CDI,155/85/18,"18""",RH102,299,182.5
5699,Mercedes-Benz,GL-Class,X166,2013,2016,GL 350 d,155/85/18,"18""",RH102,299,182.5
5708,Mercedes-Benz,GL-Class,X166,2013,2016,GL 400,155/85/18,"18""",RH102,299,182.5
5741,Mercedes-Benz,GLE-Class,V167,2019,1900,"GLE 300 d,GLE 350 d",175/70/20,"20""",RH299,499,299
5751,Mercedes-Benz,GLE-Class,V167,2019,1900,"GLE 350 de 4Matic,GLE 350 e 4Matic,GLE 400 d",175/70/20,"20""",RH299,499,299
5771,Mercedes-Benz,GLE-Class,V167,2019,1900,GLE 450,175/70/20,"20""",RH299,499,299
5779,Mercedes-Benz,GLE-Class,V167,2019,1900,GLE 580,175/70/20,"20""",RH299,499,299
5744,Mercedes-Benz,GLE-Class,W166,2015,2019,GLE 250 d,155/85/18,"18""",RH102,299,182.5
5749,Mercedes-Benz,GLE-Class,W166,2015,2019,GLE 350 d,155/85/18,"18""",RH102,299,182.5
5755,Mercedes-Benz,GLE-Class,W166,2015,2019,GLE 400,155/85/18,"18""",RH102,299,182.5
5760,Mercedes-Benz,GLE-Class,W166,2015,2019,"GLE 500,GLE 500 e",155/85/18,"18""",RH102,299,182.5
5762,Mercedes-Benz,GLK-Class,X204,2008,2012,"GLK 200 CDI,GLK 220 CDI",155/85/18,"18""",RH102,299,182.5
5772,Mercedes-Benz,GLK-Class,X204,2008,2012,"GLK 250 CDI,GLK 280,GLK 300,GLK 320 CDI,GLK 350 CDI",155/85/18,"18""",RH102,299,182.5
5792,Mercedes-Benz,GLK-Class,X204,2008,2012,GLK 350,155/85/18,"18""",RH102,299,182.5
5767,Mercedes-Benz,GLK-Class,X204 Facelift,2012,2015,"GLK 200,GLK 200 CDI,GLK 220 BlueTEC,GLK 220 CDI",155/85/18,"18""",RH102,299,182.5
5784,Mercedes-Benz,GLK-Class,X204 Facelift,2012,2015,"GLK 250,GLK 250 BlueTEC",155/85/18,"18""",RH102,299,182.5
5795,Mercedes-Benz,GLK-Class,X204 Facelift,2012,2015,GLK 350 CDI,155/85/18,"18""",RH102,299,182.5
5802,Mercedes-Benz,GLK-Class,X204 Facelift,2012,2015,"GLK 300,GLK 350",155/85/18,"18""",RH102,299,182.5
5785,Mercedes-Benz,M-Class,W163,1997,2004,"ML 230,ML 270 CDI",155/85/18,"18""",RH102,299,182.5
5796,Mercedes-Benz,M-Class,W163,1997,2004,"ML 320,ML 350,ML 400 CDI",155/85/18,"18""",RH102,299,182.5
5808,Mercedes-Benz,M-Class,W163,1997,2004,"ML 430,ML 500",155/85/18,"18""",RH102,299,182.5
5781,Mercedes-Benz,M-Class,W164,2005,2011,"ML 280 CDI,ML 300 CDI,ML 320 CDI,ML 350 BlueTEC,ML 350 CDI",155/85/18,"18""",RH102,299,182.5
5804,Mercedes-Benz,M-Class,W164,2005,2011,"ML 350,ML 420 CDI,ML 450 CDI,ML 500",155/85/18,"18""",RH102,299,182.5
5820,Mercedes-Benz,M-Class,W164,2005,2011,ML 500,155/85/18,"18""",RH102,299,182.5
5782,Mercedes-Benz,M-Class,W166,2012,2015,ML 250 BlueTEC,155/85/18,"18""",RH102,299,182.5
5786,Mercedes-Benz,M-Class,W166,2012,2015,"ML 300,ML 350 BlueTEC",155/85/18,"18""",RH102,299,182.5
5794,Mercedes-Benz,M-Class,W166,2012,2015,"ML 350,ML 400",155/85/18,"18""",RH102,299,182.5
5803,Mercedes-Benz,M-Class,W166,2012,2015,ML 500,155/85/18,"18""",RH102,299,182.5
5790,Mercedes-Benz,M-Class AMG,W163,2000,2005,ML 55,175/70/20,"20""",RH279,499,299
5788,Mercedes-Benz,M-Class AMG,W164,2006,2010,ML 63,175/70/20,"20""",RH279,499,299
5783,Mercedes-Benz,M-Class AMG,W166,2011,2015,ML 63,175/70/20,"20""",RH279,499,299
5799,Mercedes-Benz,R-Class,W251,2006,2010,"R 280,R 280 CDI,R 300,R 300 CDI,R 320 CDI,R 350 BlueTEC,R 350 CDI",155/85/18,"18""",RH102,299,182.5
5825,Mercedes-Benz,R-Class,W251,2006,2010,"R 350,R 500",155/85/18,"18""",RH102,299,182.5
5833,Mercedes-Benz,R-Class,W251,2006,2010,R 500,155/85/18,"18""",RH102,299,182.5
5793,Mercedes-Benz,R-Class,W251 Facelift,2011,2015,"R 300 CDI,R 350 BlueTEC",155/85/18,"18""",RH102,299,182.5
5807,Mercedes-Benz,R-Class,W251 Facelift,2011,2015,"R 350,R 350 CDI",155/85/18,"18""",RH102,299,182.5
5817,Mercedes-Benz,R-Class,W251 Facelift,2011,2015,R 350,155/85/18,"18""",RH102,299,182.5
5822,Mercedes-Benz,R-Class,W251 Facelift,2011,2015,R 500,155/85/18,"18""",RH102,299,182.5
5811,Mercedes-Benz,S-Class,W220,1999,2005,"S 280,S 320,S 320 CDI",145/80/18,"18""",RH085,299,182.5
5823,Mercedes-Benz,S-Class,W220,1999,2005,"S 350,S 350 4-Matic,S 400 CDI,S 430 4-Matic",145/80/18,"18""",RH085,299,182.5
5834,Mercedes-Benz,S-Class,W220,1999,2005,"S 500,S 500 4-Matic",145/80/18,"18""",RH085,299,182.5
5846,Mercedes-Benz,S-Class,W220,1999,2005,S 600,145/80/18,"18""",RH085,299,182.5
5851,Mercedes-Benz,S-Class,W220,1999,2005,S 600,145/80/18,"18""",RH085,299,182.5
5810,Mercedes-Benz,S-Class,W221,2006,2013,"S 250 CDI,S 280,S 300,S 320 CDI,S 320 CDI 4MATIC,S 350 CDI,S 350 CDI 4MATIC",145/80/18,"18""",RH085,299,182.5
5831,Mercedes-Benz,S-Class,W221,2006,2013,"S 350,S 350 4MATIC,S 350 BlueTEC,S 400 Hybrid",145/80/18,"18""",RH085,299,182.5
5849,Mercedes-Benz,S-Class,W221,2006,2013,"S 350,S 350 4MATIC,S 420 CDI,S 450,S 450 4MATIC,S 450 CDI",145/80/18,"18""",RH085,299,182.5
5870,Mercedes-Benz,S-Class,W221,2006,2013,"S 500,S 500 4MATIC",145/80/18,"18""",RH085,299,182.5
5879,Mercedes-Benz,S-Class,W221,2006,2013,"S 500,S 500 4MATIC",145/80/18,"18""",RH085,299,182.5
5885,Mercedes-Benz,S-Class,W221,2006,2013,S 600,145/80/18,"18""",RH085,299,182.5
5806,Mercedes-Benz,S-Class,W223,2020,1900,S 350 d,145/65/20,"20""",RH278,499,299
5812,Mercedes-Benz,S-Class,W223,2020,1900,"S 400 d,S 400 d 4MATIC,S 450",145/65/20,"20""",RH278,499,299
5824,Mercedes-Benz,S-Class,W223,2020,1900,"S 500,S580,S680",145/65/20,"20""",RH278,499,299
5828,Mercedes-Benz,S-Class AMG,W221,2006,2013,S 63,145/80/19,"19""",RH252,399,240
5830,Mercedes-Benz,S-Class AMG,W221,2006,2013,S 65,145/80/19,"19""",RH252,399,240
5827,Mercedes-Benz,S-Class AMG,W222,2014,2020,"S 63,S 63 4MATIC+",145/65/20,"20""",RH278,499,299
5837,Mercedes-Benz,S-Class AMG,W222,2014,2020,S 65,145/65/20,"20""",RH278,499,299
5839,Mercedes-Benz,S-Class Cabrio,A217,2015,1900,"S 500,S 560",145/65/20,"20""",RH278,499,299
5840,Mercedes-Benz,S-Class Cabrio AMG,A217,2015,1900,S 63,145/65/20,"20""",RH278,499,299
5848,Mercedes-Benz,S-Class Cabrio AMG,A217,2015,1900,S 65,145/65/20,"20""",RH278,499,299
5842,Mercedes-Benz,S-Class Coupe,C217,2015,1900,"S 400,S 450",145/65/20,"20""",RH278,499,299
5854,Mercedes-Benz,S-Class Coupe,C217,2015,1900,"S 500,S 560,S 560 4MATIC",145/65/20,"20""",RH278,499,299
5844,Mercedes-Benz,S-Class Coupe AMG,C217,2015,1900,S 63,145/65/20,"20""",RH278,499,299
5853,Mercedes-Benz,SL-Class,R129,1989,2001,"300 SL,300 SL - 24,SL 280,SL 320",125/70/18,"18""",RH100,299,182.5
5872,Mercedes-Benz,SL-Class,R129,1989,2001,"500 SL,SL 500",125/70/18,"18""",RH100,299,182.5
5883,Mercedes-Benz,SL-Class,R129,1989,2001,"600 SL,SL 600",125/70/18,"18""",RH100,299,182.5
5856,Mercedes-Benz,SL-Class,R230,2001,2008,"SL 280,SL 350",125/70/18,"18""",RH084,299,182.5
5864,Mercedes-Benz,SL-Class,R230,2001,2008,SL 500,125/70/18,"18""",RH084,299,182.5
5868,Mercedes-Benz,SL-Class,R230,2001,2008,SL 500,125/70/18,"18""",RH084,299,182.5
5876,Mercedes-Benz,SL-Class,R230,2001,2008,SL 600,125/70/18,"18""",RH084,299,182.5
5845,Mercedes-Benz,SL-Class,R230 Facelift,2009,2012,"SL 280,SL 300",125/70/18,"18""",RH084,299,182.5
5852,Mercedes-Benz,SL-Class,R230 Facelift,2009,2012,SL 350,125/70/18,"18""",RH084,299,182.5
5858,Mercedes-Benz,SL-Class,R230 Facelift,2009,2012,SL 500,125/70/18,"18""",RH084,299,182.5
5862,Mercedes-Benz,SL-Class,R230 Facelift,2009,2012,SL 600,125/70/18,"18""",RH084,299,182.5
5847,Mercedes-Benz,SL-Class,R231,2013,1900,"SL 350,SL 400",125/70/18,"18""",RH084,299,182.5
5855,Mercedes-Benz,SL-Class,R231,2013,1900,SL 400,125/70/18,"18""",RH084,299,182.5
